Project,Date,Chinook Run,Chinook,Jack Chinook,Steelhead,Wild Steelhead,Sockeye,Coho,Jack Coho,Shad,Lamprey,Bull Trout,Chum,Pink,TempC
Willamette Falls,9/24/05,,82,5,7,,,18,4,,,,,,
Willamette Falls,9/25/05,,27,2,8,,,21,7,,,,,,
Willamette Falls,9/26/05,,25,3,2,,,29,5,,,,,,16.1
Willamette Falls,9/27/05,,11,,,,,25,12,,,,,,
Willamette Falls,9/28/05,,6,,1,,,16,10,,,,,,15.6
Willamette Falls,9/29/05,,7,,1,,,42,2,,,,,,15.6
Willamette Falls,9/30/05,,12,,3,,,32,11,,,,,,15.6
Willamette Falls,10/1/05,,11,,2,,,53,15,,,,,,
Willamette Falls,10/2/05,,8,,2,,,51,6,,,,,,
Willamette Falls,10/3/05,,12,,8,,,45,5,,,,,,15
Willamette Falls,10/4/05,,3,,6,,,51,2,,,,,,14.4
Willamette Falls,10/5/05,,14,,3,,,47,6,,,,,,
Willamette Falls,10/6/05,,4,,5,,,29,5,,,,,,14.4
Willamette Falls,10/7/05,,4,,,,,13,4,,,,,,14.4
Willamette Falls,10/8/05,,1,,,,,30,4,,,,,,
Willamette Falls,10/9/05,,4,,,,,18,,,,,,,
Willamette Falls,10/10/05,,1,,,,,13,6,,,,,,15
Willamette Falls,10/11/05,,3,,,,,4,,,,,,,15
Willamette Falls,10/12/05,,,,2,,,18,8,,,,,,14.4
Willamette Falls,10/13/05,,2,,2,,,31,3,,,,,,
Willamette Falls,10/14/05,,1,,1,,,25,2,,,,,,14.4
Willamette Falls,10/15/05,,1,,1,,,27,1,,,,,,
Willamette Falls,10/16/05,,,,,,,24,,,,,,,
Willamette Falls,10/17/05,,,,1,,,15,,,,,,,15.6
Willamette Falls,10/18/05,,1,,2,,,13,,,,,,,15.6
Willamette Falls,10/19/05,,,,2,,,10,2,,,,,,15
Willamette Falls,10/20/05,,,,,,,12,,,,,,,15
Willamette Falls,10/21/05,,,,,,,13,,,,,,,15
Willamette Falls,10/22/05,,1,,,,,9,,,,,,,
Willamette Falls,10/23/05,,,,1,,,18,,,,,,,
Willamette Falls,10/24/05,,,,,,,5,,,,,,,15.6
Willamette Falls,10/25/05,,,,3,,,6,,,,,,,15.6
Willamette Falls,10/26/05,,1,,1,,,11,,,,,,,15
Willamette Falls,10/27/05,,,,3,,,7,,,,,,,14.4
Willamette Falls,10/28/05,,,,,,,3,,,,,,,14.4
Willamette Falls,10/29/05,,,,1,,,1,,,,,,,
Willamette Falls,10/30/05,,,,1,,,3,,,,,,,
Willamette Falls,10/31/05,,,,2,,,2,,,,,,,13.3
Willamette Falls,11/1/05,,,,2,,,5,1,,,,,,13.3
Willamette Falls,11/2/05,,,,9,,,7,,,,,,,12.8
Willamette Falls,11/3/05,,,,8,,,10,,,,,,,11.7
Willamette Falls,11/4/05,,,,5,,,8,,,,,,,11.1
Willamette Falls,11/5/05,,,,9,,,8,,,,,,,
Willamette Falls,11/6/05,,,,5,,,5,,,,,,,
Willamette Falls,11/7/05,,,,7,,,5,,,,,,,10
Willamette Falls,11/8/05,,,,3,,,7,,,,,,,
Willamette Falls,11/9/05,,,,4,,,4,,,,,,,
Willamette Falls,11/10/05,,,,6,,,5,,,,,,,9.4
Willamette Falls,11/11/05,,,,3,,,8,,,,,,,
Willamette Falls,11/12/05,,,,2,,,2,,,,,,,
Willamette Falls,11/13/05,,,,3,,,1,,,,,,,
Willamette Falls,11/14/05,,,,3,,,1,,,,,,,8.9
Willamette Falls,11/15/05,,,,2,,,2,,,,,,,9.4
Willamette Falls,11/16/05,,,,2,,,,,,,,,,9.4
Willamette Falls,11/17/05,,,,1,,,,,,,,,,10
Willamette Falls,11/18/05,,,,8,,,3,,,,,,,10
Willamette Falls,11/19/05,,,,1,,,,,,,,,,
Willamette Falls,11/20/05,,,,6,,,1,,,,,,,
Willamette Falls,11/21/05,,,,6,,,,,,,,,,7.2
Willamette Falls,11/22/05,,,,7,,,,,,,,,,
Willamette Falls,11/23/05,,,,5,,,,,,,,,,7.2
Willamette Falls,11/24/05,,,,2,,,,,,,,,,
Willamette Falls,11/25/05,,,,2,,,,,,,,,,6.1
Willamette Falls,11/26/05,,,,3,,,,,,,,,,
Willamette Falls,11/27/05,,,,9,,,,,,,,,,
Willamette Falls,11/28/05,,,,2,,,,,,,,,,5.6
Willamette Falls,11/29/05,,,,,,,,,,,,,,5.6
Willamette Falls,11/30/05,,,,,,,,,,,,,,5.6
Willamette Falls,12/1/05,,,,,,,,,,,,,,5.6
Willamette Falls,12/2/05,,,,7,,,,,,,,,,5
Willamette Falls,12/3/05,,,,4,,,,,,,,,,
Willamette Falls,12/4/05,,,,,,,,,,,,,,
Willamette Falls,12/5/05,,,,1,,,,,,,,,,5
Willamette Falls,12/6/05,,,,,,,,,,,,,,5
Willamette Falls,12/7/05,,,,,,,,,,,,,,4.4
Willamette Falls,12/8/05,,,,,,,,,,,,,,4.4
Willamette Falls,12/9/05,,,,1,,,,,,,,,,3.9
Willamette Falls,12/10/05,,,,4,,,,,,,,,,
Willamette Falls,12/11/05,,,,2,,,,,,,,,,
Willamette Falls,12/12/05,,,,,,,,,,,,,,3.9
Willamette Falls,12/13/05,,,,,,,,,,,,,,3.9
Willamette Falls,12/14/05,,,,,,,,,,,,,,
Willamette Falls,12/15/05,,,,1,,,,,,,,,,
Willamette Falls,12/16/05,,,,2,,,,,,,,,,3.3
Willamette Falls,12/17/05,,,,,,,,,,,,,,
Willamette Falls,12/18/05,,,,,,,,,,,,,,
Willamette Falls,12/19/05,,,,,,,,,,,,,,3.3
Willamette Falls,12/20/05,,,,,,,,,,,,,,3.3
Willamette Falls,12/21/05,,,,2,,,,,,,,,,3.9
Willamette Falls,12/22/05,,,,,,,,,,,,,,4.4
Willamette Falls,12/23/05,,,,4,,,,,,,,,,6.1
Willamette Falls,12/24/05,,,,2,,,,,,,,,,
Willamette Falls,12/25/05,,,,5,,,,,,,,,,
Willamette Falls,12/26/05,,,,34,,,,,,,,,,
Willamette Falls,12/27/05,,,,38,,,,,,,,,,6.7
Willamette Falls,12/28/05,,,,4,,,,,,,,,,6.7
Willamette Falls,12/29/05,,,,5,,,,,,,,,,7.8
Willamette Falls,12/30/05,,,,2,,,,,,,,,,7.8
Willamette Falls,12/31/05,,,,3,,,,,,,,,,
Willamette Falls,1/1/06,,,,1,,,,,,,,,,
Willamette Falls,1/2/06,,,,,,,,,,,,,,
Willamette Falls,1/3/06,,,,3,,,,,,,,,,7.8
Willamette Falls,1/4/06,,,,1,,,,,,,,,,8.3
Willamette Falls,1/5/06,,,,5,,,,,,,,,,8.3
Willamette Falls,1/6/06,,,,5,,,,,,,,,,8.3
Willamette Falls,1/7/06,,,,10,,,,,,,,,,
Willamette Falls,1/8/06,,,,7,,,,,,,,,,
Willamette Falls,1/9/06,,,,5,,,,,,,,,,8.3
Willamette Falls,1/10/06,,,,7,,,,,,,,,,8.9
Willamette Falls,1/11/06,,,,3,,,,,,,,,,8.9
Willamette Falls,1/12/06,,,,2,,,,,,,,,,8.9
Willamette Falls,1/13/06,,,,3,,,,,,,,,,8.9
Willamette Falls,1/14/06,,,,3,,,,,,,,,,
Willamette Falls,1/15/06,,,,2,,,,,,,,,,
Willamette Falls,1/16/06,,,,1,,,,,,,,,,
Willamette Falls,1/17/06,,,,6,,,,,,,,,,7.8
Willamette Falls,1/18/06,,,,6,,,,,,,,,,7.8
Willamette Falls,1/19/06,,,,,,,,,,,,,,
Willamette Falls,1/20/06,,,,1,,,,,,,,,,7.2
Willamette Falls,1/21/06,,,,,,,,,,,,,,
Willamette Falls,1/22/06,,,,,,,,,,,,,,
Willamette Falls,1/23/06,,,,4,,,,,,,,,,7.2
Willamette Falls,1/24/06,,,,6,,,,,,,,,,
Willamette Falls,1/25/06,,,,6,,,,,,,,,,6.7
Willamette Falls,1/26/06,,,,2,,,,,,,,,,6.7
Willamette Falls,1/27/06,,,,11,,,,,,,,,,6.7
Willamette Falls,1/28/06,,,,25,,,,,,,,,,
Willamette Falls,1/29/06,,,,17,,,,,,,,,,
Willamette Falls,1/30/06,,,,6,,,,,,,,,,6.7
Willamette Falls,1/31/06,,,,4,,,,,,,,,,6.7
Willamette Falls,2/1/06,,,,8,,,,,,,,,,6.7
Willamette Falls,2/2/06,,,,8,,,,,,,,,,7.2
Willamette Falls,2/3/06,,,,2,,,,,,,,,,7.2
Willamette Falls,2/4/06,,,,20,,,,,,,,,,
Willamette Falls,2/5/06,,,,25,,,,,,,,,,
Willamette Falls,2/6/06,,,,17,,,,,,,,,,7.2
Willamette Falls,2/7/06,,,,23,,,,,,,,,,6.7
Willamette Falls,2/8/06,,,,312,,,,,,,,,,6.7
Willamette Falls,2/9/06,,,,522,,,,,,,,,,6.7
Willamette Falls,2/10/06,,,,458,,,,,,,,,,6.7
Willamette Falls,2/11/06,,,,359,,,,,,,,,,
Willamette Falls,2/12/06,,,,344,,,,,,,,,,
Willamette Falls,2/13/06,,,,204,,,,,,,,,,6.1
Willamette Falls,2/14/06,,,,326,,,,,,,,,,
Willamette Falls,2/15/06,,,,127,,,,,,,,,,5.6
Willamette Falls,2/16/06,,,,23,,,,,,,,,,5.6
Willamette Falls,2/17/06,,,,4,,,,,,,,,,5.6
Willamette Falls,2/18/06,,,,3,,,,,,,,,,
Willamette Falls,2/19/06,,,,2,,,,,,,,,,
Willamette Falls,2/20/06,,,,5,,,,,,,,,,
Willamette Falls,2/21/06,,,,4,,,,,,,,,,3.9
Willamette Falls,2/22/06,,,,7,,,,,,,,,,
Willamette Falls,2/23/06,,,,9,,,,,,,,,,4.4
Willamette Falls,2/24/06,,,,11,,,,,,,,,,3.9
Willamette Falls,2/25/06,,,,43,,,,,,,,,,
Willamette Falls,2/26/06,,,,50,,,,,,,,,,
Willamette Falls,2/27/06,,1,,65,,,,,,,,,,5.6
Willamette Falls,2/28/06,,,,52,,,,,,,,,,5.6
Willamette Falls,3/1/06,,,,64,,,,,,,,,,5.6
Willamette Falls,3/2/06,,2,,59,,,,,,,,,,6.1
Willamette Falls,3/3/06,,,,83,,,,,,,,,,6.1
Willamette Falls,3/4/06,,,,94,,,,,,,,,,
Willamette Falls,3/5/06,,,,125,,,,,,,,,,
Willamette Falls,3/6/06,,,,50,,,,,,,,,,6.1
Willamette Falls,3/7/06,,,,61,,,,,,,,,,5.6
Willamette Falls,3/8/06,,,,54,,,,,,,,,,
Willamette Falls,3/9/06,,,,26,,,,,,,,,,6.1
Willamette Falls,3/10/06,,,,17,,,,,,,,,,5.6
Willamette Falls,3/11/06,,,,5,,,,,,,,,,
Willamette Falls,3/12/06,,,,5,,,,,,,,,,
Willamette Falls,3/13/06,,,,21,,,,,,,,,,5
Willamette Falls,3/14/06,,,,23,,,,,,,,,,5.6
Willamette Falls,3/15/06,,,,36,,,,,,,,,,5.6
Willamette Falls,3/16/06,,,,17,,,,,,,,,,5.6
Willamette Falls,3/17/06,,,,25,,,,,,,,,,5.6
Willamette Falls,3/18/06,,1,,27,,,,,,,,,,
Willamette Falls,3/19/06,,1,,17,,,,,,,,,,
Willamette Falls,3/20/06,,1,,79,,,,,,,,,,6.1
Willamette Falls,3/21/06,,2,,82,,,,,,,,,,6.1
Willamette Falls,3/22/06,,1,,87,,,,,,,,,,7.2
Willamette Falls,3/23/06,,5,,65,,,,,,,,,,7.2
Willamette Falls,3/24/06,,1,,34,,,,,,,,,,7.2
Willamette Falls,3/25/06,,3,,33,,,,,,,,,,
Willamette Falls,3/26/06,,,,43,,,,,,,,,,
Willamette Falls,3/27/06,,2,,44,,,,,,,,,,8.9
Willamette Falls,3/28/06,,1,,56,,,,,,,,,,8.9
Willamette Falls,3/29/06,,2,,58,,,,,,,,,,8.9
Willamette Falls,3/30/06,,,,60,,,,,,,,,,8.9
Willamette Falls,3/31/06,,,,28,,,,,,,,,,10
Willamette Falls,4/1/06,,2,,33,,,,,,,,,,
Willamette Falls,4/2/06,,2,,15,,,,,,,,,,
Willamette Falls,4/3/06,,1,,17,,,,,,,,,,10
Willamette Falls,4/4/06,,2,,51,,,,,,,,,,10
Willamette Falls,4/5/06,,2,,40,,,,,,,,,,10
Willamette Falls,4/6/06,,1,,48,,,,,,,,,,10
Willamette Falls,4/7/06,,2,,35,,,,,,,,,,10
Willamette Falls,4/8/06,,12,,24,,,,,,,,,,
Willamette Falls,4/9/06,,17,,42,,,,,,,,,,
Willamette Falls,4/10/06,,15,,44,,,,,,,,,,10.6
Willamette Falls,4/11/06,,10,,22,,,,,,,,,,10.6
Willamette Falls,4/12/06,,37,,33,,,,,,,,,,10.6
Willamette Falls,4/13/06,,10,,39,,,,,,,,,,10.6
Willamette Falls,4/14/06,,12,,15,,,,,,,,,,10.6
Willamette Falls,4/15/06,,20,,58,,,,,,,,,,
Willamette Falls,4/16/06,,4,,11,,,,,,,,,,
Willamette Falls,4/17/06,,5,,14,,,,,,,,,,8.9
Willamette Falls,4/18/06,,2,,5,,,,,,,,,,8.9
Willamette Falls,4/19/06,,5,,39,,,,,,,,,,8.9
Willamette Falls,4/20/06,,8,,64,,,,,,,,,,9.4
Willamette Falls,4/21/06,,45,,109,,,,,,,,,,10.6
Willamette Falls,4/22/06,,150,,99,,,,,,,,,,
Willamette Falls,4/23/06,,397,,136,,,,,,,,,,
Willamette Falls,4/24/06,,680,,170,,,,,,,,,,11.7
Willamette Falls,4/25/06,,666,,182,,,,,,,,,,12.2
Willamette Falls,4/26/06,,1194,,249,,,,,,,,,,12.8
Willamette Falls,4/27/06,,1028,,154,,,,,,,,,,13.9
Willamette Falls,4/28/06,,1434,4,199,,,,,,,,,,14.4
Willamette Falls,4/29/06,,1281,2,224,,,,,,,,,,
Willamette Falls,4/30/06,,1029,2,269,,,,,,,,,,
Willamette Falls,5/1/06,,1235,,209,,,,,,,,,,14.4
Willamette Falls,5/2/06,,736,3,196,,,,,,,,,,14.4
Willamette Falls,5/3/06,,308,2,116,,,,,,,,,,15.6
Willamette Falls,5/4/06,,395,3,158,,,,,,,,,,15.6
Willamette Falls,5/5/06,,472,9,107,,,,,,,,,,15.6
Willamette Falls,5/6/06,,622,4,180,,,,,,,,,,
Willamette Falls,5/7/06,,606,6,145,,,,,,,,,,
Willamette Falls,5/8/06,,576,1,239,,,,,,,,,,14.4
Willamette Falls,5/9/06,,499,2,171,,,,,,,,,,14.4
Willamette Falls,5/10/06,,260,,176,,,,,,,,,,14.4
Willamette Falls,5/11/06,,760,2,274,,,,,,,,,,14.4
Willamette Falls,5/12/06,,812,5,242,,,,,,,,,,14.4
Willamette Falls,5/13/06,,1112,7,329,,,,,,,,,,
Willamette Falls,5/14/06,,1679,10,311,,,,,,,,,,
Willamette Falls,5/15/06,,862,13,268,,,,,,,,,,15.6
Willamette Falls,5/16/06,,957,6,346,,,,,,,,,,15.6
Willamette Falls,5/17/06,,942,14,303,,,,,,,,,,16.7
Willamette Falls,5/18/06,,822,5,279,,,,,,,,,,16.7
Willamette Falls,5/19/06,,620,8,239,,,,,,,,,,
Willamette Falls,5/20/06,,578,3,231,,,,,,,,,,
Willamette Falls,5/21/06,,462,4,304,,,,,,,,,,
Willamette Falls,5/22/06,,340,2,230,,,,,,,,,,16.7
Willamette Falls,5/23/06,,411,6,251,,,,,,,,,,16.7
Willamette Falls,5/24/06,,225,,208,,,,,,,,,,16.7
Willamette Falls,5/25/06,,190,2,220,,,,,,,,,,16.1
Willamette Falls,5/26/06,,203,2,261,,,,,,,,,,15.6
Willamette Falls,5/27/06,,148,2,241,,,,,,,,,,
Willamette Falls,5/28/06,,74,1,207,,,,,,,,,,
Willamette Falls,5/29/06,,58,,284,,,,,,,,,,
Willamette Falls,5/30/06,,59,1,333,,,,,,,,,,13.3
Willamette Falls,5/31/06,,101,1,316,,,,,,,,,,13.3
Willamette Falls,6/1/06,,205,2,327,,,,,,,,,,14.4
Willamette Falls,6/2/06,,314,3,356,,,,,,,,,,
Willamette Falls,6/3/06,,412,3,391,,,,,,,,,,
Willamette Falls,6/4/06,,336,4,375,,,,,,,,,,
Willamette Falls,6/5/06,,165,4,275,,,,,,,,,,16.7
Willamette Falls,6/6/06,,107,,238,,,,,,,,,,17.2
Willamette Falls,6/7/06,,128,2,274,,,,,,,,,,16.7
Willamette Falls,6/8/06,,144,1,281,,,,,,,,,,16.7
Willamette Falls,6/9/06,,112,2,208,,,,,,,,,,16.1
Willamette Falls,6/10/06,,148,1,214,,,,,,,,,,
Willamette Falls,6/11/06,,201,1,225,,,,,,,,,,
Willamette Falls,6/12/06,,376,3,253,,,,,,,,,,16.1
Willamette Falls,6/13/06,,437,1,219,,,,,,,,,,16.7
Willamette Falls,6/14/06,,506,3,229,,,,,,,,,,16.1
Willamette Falls,6/15/06,,368,1,230,,,,,,,,,,16.1
Willamette Falls,6/16/06,,533,2,301,,,,,,,,,,
Willamette Falls,6/17/06,,366,,335,,,,,,,,,,
Willamette Falls,6/18/06,,293,3,282,,,,,,,,,,
Willamette Falls,6/19/06,,368,,234,,,,,,,,,,16.7
Willamette Falls,6/20/06,,431,2,215,,,,,,,,,,16.7
Willamette Falls,6/21/06,,417,2,233,,,,,,,,,,16.7
Willamette Falls,6/22/06,,509,,221,,,,,,,,,,17.2
Willamette Falls,6/23/06,,467,2,238,,,,,,,,,,17.2
Willamette Falls,6/24/06,,366,3,232,,,,,,,,,,
Willamette Falls,6/25/06,,388,3,254,,,,,,,,,,
Willamette Falls,6/26/06,,309,2,258,,,,,,,,,,20.6
Willamette Falls,6/27/06,,235,1,250,,,,,,,,,,21.7
Willamette Falls,6/28/06,,205,1,171,,,,,,,,,,21.7
Willamette Falls,6/29/06,,183,1,151,,,,,,,,,,
Willamette Falls,6/30/06,,180,,149,,,,,,,,,,23.3
Willamette Falls,7/1/06,,185,,130,,,,,,,,,,
Willamette Falls,7/2/06,,120,,110,,,,,,,,,,
Willamette Falls,7/3/06,,110,,80,,,,,,,,,,22.8
Willamette Falls,7/4/06,,100,,60,,,,,,,,,,
Willamette Falls,7/5/06,,88,,78,,,,,,,,,,22.8
Willamette Falls,7/6/06,,85,,66,,,,,,,,,,22.8
Willamette Falls,7/7/06,,89,,52,,,,,,,,,,22.2
Willamette Falls,7/8/06,,114,,110,,,,,,,,,,
Willamette Falls,7/9/06,,155,1,145,,,,,,,,,,
Willamette Falls,7/10/06,,146,,109,,,,,,,,,,22.2
Willamette Falls,7/11/06,,163,,183,,,,,,,,,,22.8
Willamette Falls,7/12/06,,217,,165,,,,,,,,,,21.1
Willamette Falls,7/13/06,,127,,155,,,,,,,,,,21.1
Willamette Falls,7/14/06,,106,1,138,,,,,,,,,,22.2
Willamette Falls,7/15/06,,77,,100,,,,,,,,,,
Willamette Falls,7/16/06,,84,,84,,,,,,,,,,
Willamette Falls,7/17/06,,103,,135,,,,,,,,,,22.8
Willamette Falls,7/18/06,,66,,112,,,,,,,,,,23.3
Willamette Falls,7/19/06,,25,,55,,,,,,,,,,23.3
Willamette Falls,7/20/06,,29,,67,,,,,,,,,,23.9
Willamette Falls,7/21/06,,12,,70,,,,,,,,,,23.9
Willamette Falls,7/22/06,,18,,22,,,,,,,,,,
Willamette Falls,7/23/06,,9,,26,,,,,,,,,,
Willamette Falls,7/24/06,,6,,4,,,,,,,,,,25.6
Willamette Falls,7/25/06,,1,,20,,,,,,,,,,25.6
Willamette Falls,7/26/06,,,,3,,,,,,,,,,26.1
Willamette Falls,7/27/06,,,,,,,,,,,,,,26.1
Willamette Falls,7/28/06,,,,,,,,,,,,,,26.7
Willamette Falls,7/29/06,,,,,,,,,,,,,,
Willamette Falls,7/30/06,,,,,,,,,,,,,,
Willamette Falls,7/31/06,,1,,,,,,,,,,,,24.4
Willamette Falls,8/1/06,,2,,,,,,,,,,,,23.9
Willamette Falls,8/2/06,,12,,3,,,,,,,,,,
Willamette Falls,8/3/06,,16,,8,,,,,,,,,,22.8
Willamette Falls,8/4/06,,18,,28,,,,,,,,,,22.2
Willamette Falls,8/5/06,,12,,52,,,,,,,,,,
Willamette Falls,8/6/06,,10,1,25,,,,,,,,,,
Willamette Falls,8/7/06,,5,,25,,,,,,,,,,22.2
Willamette Falls,8/8/06,,12,1,20,,,,,,,,,,22.2
Willamette Falls,8/9/06,,17,,18,,,,,,,,,,21.7
Willamette Falls,8/10/06,,17,,30,,,,,,,,,,21.7
Willamette Falls,8/11/06,,21,1,29,,,,,,,,,,
Willamette Falls,8/12/06,,5,,15,,,,,,,,,,
Willamette Falls,8/13/06,,10,,22,,,,,,,,,,
Willamette Falls,8/14/06,,14,,41,,,,,,,,,,22.8
Willamette Falls,8/15/06,,15,,29,,,,,,,,,,
Willamette Falls,8/16/06,,9,1,15,,,,,,,,,,22.2
Willamette Falls,8/17/06,,11,,25,,,,,,,,,,21.7
Willamette Falls,8/18/06,,11,1,44,,,,,,,,,,21.7
Willamette Falls,8/19/06,,17,,42,,,,,,,,,,
Willamette Falls,8/20/06,,19,,34,,,,,,,,,,
Willamette Falls,8/21/06,,15,,15,,,,,,,,,,22.2
Willamette Falls,8/22/06,,6,,7,,,,,,,,,,22.2
Willamette Falls,8/23/06,,1,,5,,,,,,,,,,21.7
Willamette Falls,8/24/06,,5,,15,,,,,,,,,,21.1
Willamette Falls,8/25/06,,4,,12,,,,,,,,,,21.1
Willamette Falls,8/26/06,,3,,21,,,,,,,,,,
Willamette Falls,8/27/06,,6,,8,,,,,,,,,,
Willamette Falls,8/28/06,,6,,7,,,1,,,,,,,21.1
Willamette Falls,8/29/06,,3,,9,,,,,,,,,,21.1
Willamette Falls,8/30/06,,2,,2,,,,,,,,,,21.1
Willamette Falls,8/31/06,,11,,5,,,2,1,,,,,,21.1
Willamette Falls,9/1/06,,7,,13,,,3,,,,,,,21.7
Willamette Falls,9/2/06,,13,,17,,,6,1,,,,,,
Willamette Falls,9/3/06,,9,,10,,,5,1,,,,,,
Willamette Falls,9/4/06,,13,,16,,,7,3,,,,,,
Willamette Falls,9/5/06,,7,3,10,,,5,5,,,,,,20
Willamette Falls,9/6/06,,7,,5,,,5,6,,,,,,
Willamette Falls,9/7/06,,19,5,6,,,6,1,,,,,,
Willamette Falls,9/8/06,,25,1,8,,,8,1,,,,,,
Willamette Falls,9/9/06,,21,6,8,,,7,2,,,,,,
Willamette Falls,9/10/06,,26,6,9,,,8,4,,,,,,
Willamette Falls,9/11/06,,35,8,10,,,11,7,,,,,,20.6
Willamette Falls,9/12/06,,40,4,12,,,21,10,,,,,,20.6
Willamette Falls,9/13/06,,22,8,4,,,23,17,,,,,,20.6
Willamette Falls,9/14/06,,37,8,4,,,13,7,,,,,,20.6
Willamette Falls,9/15/06,,32,9,21,,,37,22,,,,,,20
Willamette Falls,9/16/06,,30,10,21,,,53,13,,,,,,
Willamette Falls,9/17/06,,18,3,14,,,21,10,,,,,,
Willamette Falls,9/18/06,,25,3,18,,,26,26,,,,,,18.3
Willamette Falls,9/19/06,,38,17,16,,,48,20,,,,,,17.2
Willamette Falls,9/20/06,,78,20,12,,,45,33,,,,,,16.1
Willamette Falls,9/21/06,,21,1,8,,,87,60,,,,,,16.1
Willamette Falls,9/22/06,,150,18,20,,,299,138,,,,,,15.6
Willamette Falls,9/23/06,,250,51,15,,,208,90,,,,,,
Willamette Falls,9/24/06,,205,26,19,,,331,65,,,,,,
Willamette Falls,9/25/06,,116,25,17,,,382,116,,,,,,15.6
Willamette Falls,9/26/06,,76,22,14,,,267,99,,,,,,15.6
Willamette Falls,9/27/06,,74,10,7,,,238,130,,,,,,16.1
Willamette Falls,9/28/06,,54,8,14,,,273,147,,,,,,16.1
Willamette Falls,9/29/06,,36,8,7,,,238,93,,,,,,16.7
Willamette Falls,9/30/06,,25,5,4,,,255,86,,,,,,
Willamette Falls,10/1/06,,84,17,8,,,205,47,,,,,,
Willamette Falls,10/2/06,,22,3,8,,,235,38,,,,,,16.7
Willamette Falls,10/3/06,,22,3,10,,,191,22,,,,,,16.7
Willamette Falls,10/4/06,,13,1,6,,,99,22,,,,,,16.7
Willamette Falls,10/5/06,,16,4,12,,,163,37,,,,,,16.1
Willamette Falls,10/6/06,,9,2,7,,,101,22,,,,,,15.6
Willamette Falls,10/7/06,,8,2,12,,,134,24,,,,,,
Willamette Falls,10/8/06,,6,,10,,,101,19,,,,,,
Willamette Falls,10/9/06,,10,1,5,,,116,15,,,,,,15
Willamette Falls,10/10/06,,21,2,8,,,121,13,,,,,,
Willamette Falls,10/11/06,,19,1,11,,,147,19,,,,,,14.4
Willamette Falls,10/12/06,,30,6,5,,,118,7,,,,,,14.4
Willamette Falls,10/13/06,,11,,3,,,119,3,,,,,,13.9
Willamette Falls,10/14/06,,11,,,,,83,2,,,,,,
Willamette Falls,10/15/06,,,,1,,,49,3,,,,,,
Willamette Falls,10/16/06,,10,,7,,,129,14,,,,,,13.9
Willamette Falls,10/17/06,,3,,7,,,122,3,,,,,,13.3
Willamette Falls,10/18/06,,1,,6,,,107,3,,,,,,13.3
Willamette Falls,10/19/06,,,,9,,,95,3,,,,,,12.8
Willamette Falls,10/20/06,,,,18,,,84,5,,,,,,
Willamette Falls,10/21/06,,,,15,,,69,7,,,,,,
Willamette Falls,10/22/06,,,,8,,,66,10,,,,,,
Willamette Falls,10/23/06,,,,5,,,30,5,,,,,,13.3
Willamette Falls,10/24/06,,,,1,,,31,3,,,,,,12.8
Willamette Falls,10/25/06,,,,1,,,17,1,,,,,,12.8
Willamette Falls,10/26/06,,,,,,,6,3,,,,,,12.2
Willamette Falls,10/27/06,,,,2,,,18,2,,,,,,11.7
Willamette Falls,10/28/06,,,,,,,27,1,,,,,,
Willamette Falls,10/29/06,,,,1,,,6,4,,,,,,
Willamette Falls,10/30/06,,,,,,,2,,,,,,,11.7
Willamette Falls,10/31/06,,,,,,,6,,,,,,,11.7
Willamette Falls,11/1/06,,,,,,,10,2,,,,,,11.1
Willamette Falls,11/2/06,,1,,,,,1,1,,,,,,11.1
Willamette Falls,11/3/06,,,,1,,,2,,,,,,,11.1
Willamette Falls,11/4/06,,,,1,,,3,1,,,,,,
Willamette Falls,11/5/06,,,,4,,,17,3,,,,,,
Willamette Falls,11/6/06,,1,,10,,,37,16,,,,,,11.7
Willamette Falls,11/7/06,,1,,8,,,57,5,,,,,,11.7
Willamette Falls,11/8/06,,,,6,,,45,2,,,,,,
Willamette Falls,11/9/06,,,,1,,,31,2,,,,,,12.2
Willamette Falls,11/10/06,,,,8,,,48,,,,,,,
Willamette Falls,11/11/06,,,,9,,,32,1,,,,,,
Willamette Falls,11/12/06,,,,4,,,14,1,,,,,,
Willamette Falls,11/13/06,,,,4,,,12,,,,,,,9.4
Willamette Falls,11/14/06,,,,3,,,14,3,,,,,,
Willamette Falls,11/15/06,,,,1,,,8,,,,,,,9.4
Willamette Falls,11/16/06,,,,12,,,17,,,,,,,9.4
Willamette Falls,11/17/06,,,,7,,,15,,,,,,,9.4
Willamette Falls,11/18/06,,,,2,,,6,,,,,,,
Willamette Falls,11/19/06,,,,2,,,4,,,,,,,
Willamette Falls,11/20/06,,,,1,,,3,,,,,,,8.9
Willamette Falls,11/21/06,,,,6,,,7,1,,,,,,8.3
Willamette Falls,11/22/06,,,,1,,,6,2,,,,,,8.3
Willamette Falls,11/23/06,,,,2,,,,,,,,,,
Willamette Falls,11/24/06,,,,,,,2,1,,,,,,8.3
Willamette Falls,11/25/06,,,,1,,,2,,,,,,,
Willamette Falls,11/26/06,,,,4,,,5,,,,,,,
Willamette Falls,11/27/06,,,,1,,,1,,,,,,,7.8
Willamette Falls,11/28/06,,,,,,,5,,,,,,,7.2
Willamette Falls,11/29/06,,,,,,,2,,,,,,,
Willamette Falls,11/30/06,,,,3,,,3,,,,,,,6.1
Willamette Falls,12/1/06,,,,9,,,8,,,,,,,6.1
